order_number,quantity,price_per,order_line_num,sales,order_date,product_name,msrp,cust_name,address1,address2,city,state,zip_code,country,territory
10413,39,64.74,15,2524.86,11/15/2004,Classic Cars,115,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
10414,55,75.2,7,4136,11/24/2004,Classic Cars,115,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
10415,46,88.45,6,4068.7,1/6/2005,Classic Cars,115,Suominen Souveniers,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
10416,50,100,1,5182,2/9/2005,Classic Cars,115,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
10417,47,100,8,5243.79,3/3/2005,Classic Cars,115,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
10418,97,93.28,5,9048.16,4/14/2005,Classic Cars,115,Mini Caravy,"24, place Kluber",,Strasbourg,,67000,France,EMEA
10419,32,100,10,3832.64,5/17/2005,Classic Cars,115,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
10420,35,100,10,3920,1/29/2003,Trucks and Buses,116,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
10421,49,100,4,4916.66,3/26/2003,Trucks and Buses,116,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10422,38,100,10,3857,5/28/2003,Trucks and Buses,116,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
10423,32,100,10,4181.44,7/24/2003,Trucks and Buses,116,Technics Stores Inc.,9408 Furth Circle,,Burlingame,CA,94217,USA,NA
10424,34,100,7,4641,9/19/2003,Trucks and Buses,116,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
10425,36,99.17,8,3570.12,10/21/2003,Trucks and Buses,116,Mini Auto Werke,Kirchgasse 6,,Graz,,8010,Austria,EMEA
10426,48,93.34,3,4480.32,11/6/2003,Trucks and Buses,116,"Australian Gift Network, Co",31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC
10427,21,96.84,7,2033.64,11/13/2003,Trucks and Buses,116,"Classic Gift Ideas, Inc",782 First Street,,Philadelphia,PA,71270,USA,NA
10428,21,93.34,10,1960.14,11/25/2003,Trucks and Buses,116,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
10429,34,100,5,3966.78,12/5/2003,Trucks and Buses,116,Canadian Gift Exchange Network,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA
10430,46,100,2,5152,1/29/2004,Trucks and Buses,116,West Coast Collectables Co.,3675 Furth Circle,,Burbank,CA,94019,USA,NA
10431,32,100,1,3360,3/10/2004,Trucks and Buses,116,Cambridge Collectables Co.,4658 Baden Av.,,Cambridge,MA,51247,USA,NA
10432,29,100,8,3451,5/4/2004,Trucks and Buses,116,Super Scale Inc.,567 North Pendale Street,,New Haven,CT,97823,USA,NA
10433,41,100,5,5453,6/15/2004,Trucks and Buses,116,"Tokyo Collectables, Ltd",2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
10434,43,96.84,8,4164.12,7/19/2004,Trucks and Buses,116,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
10435,24,100,1,2800.08,8/17/2004,Trucks and Buses,116,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
10436,41,100,10,4687.94,9/8/2004,Trucks and Buses,116,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
10437,46,98,5,4508,10/11/2004,Trucks and Buses,116,Auto Assoc. & Cie.,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
10438,32,100,2,4181.44,10/21/2004,Trucks and Buses,116,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10439,22,100,10,2251.04,11/4/2004,Trucks and Buses,116,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10440,29,40.25,7,1167.25,11/18/2004,Trucks and Buses,116,Mini Wheels Co.,5557 North Pendale Street,,San Francisco,CA,,USA,NA
10441,42,49.6,5,2083.2,11/29/2004,Trucks and Buses,116,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
10442,39,98,1,3822,12/10/2004,Trucks and Buses,116,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10443,27,100,1,3911.49,1/20/2005,Trucks and Buses,116,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10444,48,98,2,4704,2/17/2005,Trucks and Buses,116,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
10445,29,85.1,10,2467.9,3/9/2005,Trucks and Buses,116,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10446,27,100,8,3213,5/1/2005,Trucks and Buses,116,Quebec Home Shopping Network,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA
10447,54,100,5,7182,5/31/2005,Trucks and Buses,116,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10448,26,100,4,4379.18,3/10/2003,Classic Cars,141,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
10449,34,100,2,5004.8,5/8/2003,Classic Cars,141,Marseille Mini Autos,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
10450,25,100,2,3644.75,7/4/2003,Classic Cars,141,Alpha Cognac,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
10451,23,100,13,2702.04,9/11/2003,Classic Cars,141,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10452,28,100,12,3764.88,10/17/2003,Classic Cars,141,Heintze Collectables,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
10453,35,100,2,4508,11/5/2003,Classic Cars,141,Quebec Home Shopping Network,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA
10454,44,100,6,5418.16,11/12/2003,Classic Cars,141,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
10455,22,100,11,3300.66,11/20/2003,Classic Cars,141,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10456,42,100,17,6182.4,12/2/2003,Classic Cars,141,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
10457,29,100,10,4186.73,1/16/2004,Classic Cars,141,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10458,32,100,1,4529.28,2/22/2004,Classic Cars,141,"Vida Sport, Ltd",Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
10459,41,100,3,5628.89,4/13/2004,Classic Cars,141,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
10460,26,100,5,3054.48,6/1/2004,Classic Cars,141,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
10461,21,100,6,2526.51,7/6/2004,Classic Cars,141,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
10462,34,100,6,4667.86,8/6/2004,Classic Cars,141,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
10463,41,100,4,6499.32,8/30/2004,Classic Cars,141,"Vida Sport, Ltd",Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA
10464,37,100,8,5917.78,10/5/2003,Classic Cars,141,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
10465,37,100,2,6231.91,10/16/2004,Classic Cars,141,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA
10466,41,100,10,5803.14,11/4/2004,Classic Cars,141,FunGiftIdeas.com,1785 First Street,,New Bedford,MA,50553,USA,NA
10467,46,100,6,6434.02,11/17/2004,Classic Cars,141,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
10468,40,100,2,6454.4,11/24/2004,Classic Cars,141,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
10469,43,97.6,8,4196.8,12/9/2004,Classic Cars,141,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
10470,30,87.06,1,2611.8,1/7/2005,Classic Cars,141,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
10471,35,100,2,5895.05,2/9/2005,Classic Cars,141,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
10472,36,93.77,14,3375.72,3/4/2005,Classic Cars,141,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10473,61,100,3,8374.69,4/15/2005,Classic Cars,141,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
10474,38,100,5,4464.24,5/17/2005,Classic Cars,141,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
10475,39,100,2,4808.31,1/10/2003,Vintage Cars,102,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
10476,33,99.66,6,3288.78,3/25/2003,Vintage Cars,102,Mini Wheels Co.,5557 North Pendale Street,,San Francisco,CA,,USA,NA
10477,32,100,1,3254.72,5/21/2003,Vintage Cars,102,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
10478,31,100,7,3184.94,7/16/2003,Vintage Cars,102,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
10479,50,100,4,5907.5,9/12/2003,Vintage Cars,102,Signal Collectibles Ltd.,2793 Furth Circle,,Brisbane,CA,94217,USA,NA
10480,48,91.44,2,4389.12,10/18/2003,Vintage Cars,102,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
10481,43,100,6,5036.16,11/5/2003,Vintage Cars,102,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
10482,25,87.33,3,2183.25,11/12/2003,Vintage Cars,102,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10483,28,100,7,3106.88,11/21/2003,Vintage Cars,102,"Australian Collectables, Ltd",7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
10484,36,100,2,3735.72,12/3/2003,Vintage Cars,102,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10485,27,89.38,10,2413.26,1/29/2004,Vintage Cars,102,West Coast Collectables Co.,3675 Furth Circle,,Burbank,CA,94019,USA,NA
10486,25,100,3,2953.75,3/2/2004,Vintage Cars,102,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
10487,40,100,7,4684.8,4/29/2004,Vintage Cars,102,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10488,34,95.55,2,3248.7,6/8/2004,Vintage Cars,102,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
10489,50,100,9,5239.5,8/17/2004,Vintage Cars,102,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
10490,38,100,2,4567.98,9/3/2004,Vintage Cars,102,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
10491,37,95.55,13,3535.35,10/11/2004,Vintage Cars,102,Auto Assoc. & Cie.,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
10492,43,89.38,10,3843.34,10/21/2004,Vintage Cars,102,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10493,43,86.3,14,3710.9,11/4/2004,Vintage Cars,102,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10494,46,95.13,15,4375.98,11/17/2004,Vintage Cars,102,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
10495,42,36.11,3,1516.62,11/29/2004,Vintage Cars,102,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
10496,50,50.18,9,2509,12/9/2004,Vintage Cars,102,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
10497,44,100,8,9240.44,1/20/2005,Vintage Cars,102,Collectables For Less Inc.,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA
10498,27,93.16,13,2515.32,2/16/2005,Vintage Cars,102,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10499,35,100,2,5548.9,3/9/2005,Vintage Cars,102,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10500,51,95.55,2,4873.05,5/30/2005,Vintage Cars,102,Diecast Classics Inc.,7586 Pompton St.,,Allentown,PA,70267,USA,NA
10501,41,50.14,1,2055.74,1/10/2003,Vintage Cars,53,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
10502,48,49.06,5,2354.88,3/25/2003,Vintage Cars,53,Mini Wheels Co.,5557 North Pendale Street,,San Francisco,CA,,USA,NA
10503,42,54.99,17,2309.58,5/28/2003,Vintage Cars,53,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
10504,49,43.13,6,2113.37,7/16/2003,Vintage Cars,53,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
10505,30,58.22,3,1746.6,9/12/2003,Vintage Cars,53,Signal Collectibles Ltd.,2793 Furth Circle,,Brisbane,CA,94217,USA,NA
10506,45,51.21,1,2304.45,10/18/2003,Vintage Cars,53,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
10507,48,44.21,5,2122.08,11/5/2003,Vintage Cars,53,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
10508,32,54.45,2,1742.4,11/12/2003,Vintage Cars,53,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10509,46,53.37,6,2455.02,11/21/2003,Vintage Cars,53,"Australian Collectables, Ltd",7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
10510,48,63.61,1,3053.28,12/3/2003,Vintage Cars,53,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10511,33,43.13,9,1423.29,1/29/2004,Vintage Cars,53,West Coast Collectables Co.,3675 Furth Circle,,Burbank,CA,94019,USA,NA
10512,31,48.52,2,1504.12,3/2/2004,Vintage Cars,53,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
10513,20,58.22,6,1164.4,4/29/2004,Vintage Cars,53,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10514,29,51.75,1,1500.75,6/8/2004,Vintage Cars,53,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
10515,27,57.68,8,1557.36,8/17/2004,Vintage Cars,53,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
10516,24,56.07,1,1345.68,9/3/2004,Vintage Cars,53,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
10517,37,48.52,12,1795.24,10/11/2004,Vintage Cars,53,Auto Assoc. & Cie.,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
10518,25,44.21,9,1105.25,10/21/2004,Vintage Cars,53,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10519,41,57.68,5,2364.88,11/4/2004,Vintage Cars,53,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10520,27,89.89,16,2427.03,11/17/2004,Vintage Cars,53,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
10521,21,58.95,7,1237.95,11/29/2004,Vintage Cars,53,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
10522,22,72.41,6,1593.02,12/9/2004,Vintage Cars,53,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
10523,32,98.63,7,3156.16,1/20/2005,Vintage Cars,53,Collectables For Less Inc.,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA
10524,25,52.83,9,1320.75,2/17/2005,Vintage Cars,53,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
10525,42,100,3,4998,3/9/2005,Vintage Cars,53,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10526,25,51.75,1,1293.75,5/30/2005,Vintage Cars,53,Diecast Classics Inc.,7586 Pompton St.,,Allentown,PA,70267,USA,NA
10527,37,100,16,5433.08,3/18/2003,Classic Cars,124,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
10528,26,100,2,3073.72,5/20/2003,Classic Cars,124,Atelier graphique,"54, rue Royale",,Nantes,,44000,France,EMEA
10529,44,99.55,2,4380.2,7/10/2003,Classic Cars,124,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
10530,47,100,9,5848.68,9/11/2003,Classic Cars,124,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
10531,43,100,8,6153.73,10/17/2003,Classic Cars,124,Heintze Collectables,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
10532,42,100,6,4965.24,11/5/2003,Classic Cars,124,Gift Depot Inc.,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA
10533,42,100,2,5435.64,11/12/2003,Classic Cars,124,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
10534,29,100,7,4258.36,11/20/2003,Classic Cars,124,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10535,40,100,13,4032,12/2/2003,Classic Cars,124,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
10536,38,100,6,4492.36,1/16/2004,Classic Cars,124,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10537,38,100,4,4161.38,2/26/2004,Classic Cars,124,Collectable Mini Designs Co.,361 Furth Circle,,San Diego,CA,91217,USA,NA
10538,21,100,11,2508.66,4/13/2004,Classic Cars,124,Mini Caravy,"24, place Kluber",,Strasbourg,,67000,France,EMEA
10539,24,100,1,3374.88,6/1/2004,Classic Cars,124,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
10540,36,100,2,5196.6,7/6/2004,Classic Cars,124,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
10541,23,100,2,2604.52,8/6/2004,Classic Cars,124,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
10542,20,100,14,2936.8,9/1/2004,Classic Cars,124,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
10543,32,100,4,3424.64,10/5/2003,Classic Cars,124,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
10544,29,100,9,2923.2,10/16/2004,Classic Cars,124,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10545,44,100,6,4489.76,11/4/2004,Classic Cars,124,FunGiftIdeas.com,1785 First Street,,New Bedford,MA,50553,USA,NA
10546,44,100,14,4849.24,11/17/2004,Classic Cars,124,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
10547,36,100,4,5848.92,11/24/2004,Classic Cars,124,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
10548,49,56.3,1,2758.7,1/12/2005,Classic Cars,124,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
10549,34,42.64,5,1449.76,2/10/2005,Classic Cars,124,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10550,59,100,11,7048.14,4/22/2005,Classic Cars,124,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
10551,37,100,1,5202.94,5/17/2005,Classic Cars,124,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
10552,36,100,12,5279.4,2/17/2003,Planes,157,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
10553,43,100,3,6916.12,4/28/2003,Planes,157,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
10554,21,100,4,2781.66,6/16/2003,Planes,157,Gift Ideas Corp.,2440 Pompton St.,,Glendale,CT,97561,USA,NA
10555,32,100,7,5248,8/10/2003,Planes,157,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
10556,38,100,5,6531.44,10/6/2003,Planes,157,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
10557,43,100,1,5763.72,10/23/2003,Planes,157,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
10558,42,100,4,6490.68,11/8/2003,Planes,157,Alpha Cognac,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA
10559,32,100,1,6004.8,11/14/2003,Planes,157,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA
10560,42,100,4,7483.98,11/27/2003,Planes,157,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
10561,31,100,17,5719.5,1/12/2004,Planes,157,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
10562,49,100,4,6954.08,2/19/2004,Planes,157,Collectable Mini Designs Co.,361 Furth Circle,,San Diego,CA,91217,USA,NA
10563,45,100,14,8160.3,5/11/2004,Planes,157,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
10564,49,100,9,6567.96,6/24/2004,Planes,157,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10565,41,100,1,6724,7/21/2004,Planes,157,Collectables For Less Inc.,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA
10566,45,100,11,5747.85,8/21/2004,Planes,157,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
10567,36,100,7,5676.84,9/15/2004,Planes,157,"Bavarian Collectables Imports, Co.",Hansastr. 15,,Munich,,80686,Germany,EMEA
10568,39,100,1,7379.97,10/14/2004,Planes,157,"Classic Gift Ideas, Inc",782 First Street,,Philadelphia,PA,71270,USA,NA
10569,27,100,9,3704.13,11/1/2004,Planes,157,giftsbymail.co.uk,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10570,25,100,6,2804.75,11/10/2004,Planes,157,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
10571,41,100,1,5624.79,11/22/2004,Planes,157,Royale Belge,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA
10572,39,99.52,1,3881.28,12/3/2004,Planes,157,"Stylish Desk Decors, Co.",35 King George,,London,,WX3 6FW,UK,EMEA
10573,28,57.55,4,1611.4,1/31/2005,Planes,157,"Oulu Toy Supplies, Inc.",Torikatu 38,,Oulu,,90110,Finland,EMEA
10574,25,54.57,7,1364.25,3/1/2005,Planes,157,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
10575,33,100,11,4215.09,3/30/2005,Planes,157,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
10576,34,100,1,6433.82,4/1/2005,Planes,157,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
10577,24,100,14,4352.16,5/10/2005,Planes,157,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
10578,30,100,3,5151,1/6/2003,Vintage Cars,170,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
10579,42,100,7,6069,3/18/2003,Vintage Cars,170,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
10580,21,100,6,2856,5/21/2003,Vintage Cars,170,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
10581,34,100,11,5375.4,9/12/2003,Vintage Cars,170,Signal Collectibles Ltd.,2793 Furth Circle,,Brisbane,CA,94217,USA,NA
10582,29,100,9,5176.5,10/18/2003,Vintage Cars,170,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
10583,24,100,13,3508.8,11/5/2003,Vintage Cars,170,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
10584,44,100,10,7554.8,11/12/2003,Vintage Cars,170,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10585,21,100,14,3141.6,11/21/2003,Vintage Cars,170,"Australian Collectables, Ltd",7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
10586,33,100,4,5890.5,12/2/2003,Vintage Cars,170,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
10587,30,100,7,5967,1/26/2004,Vintage Cars,170,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
10588,26,100,10,3712.8,3/2/2004,Vintage Cars,170,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
10589,41,100,2,7597.3,4/13/2004,Vintage Cars,170,Mini Caravy,"24, place Kluber",,Strasbourg,,67000,France,EMEA
10590,26,100,16,3668.6,8/17/2004,Vintage Cars,170,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
10591,32,100,5,5875.2,9/1/2004,Vintage Cars,170,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
10592,43,100,1,7310,10/6/2003,Vintage Cars,170,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
10593,48,100,17,8078.4,10/21/2004,Vintage Cars,170,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
10594,44,74.04,7,3257.76,11/17/2004,Vintage Cars,170,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
10595,45,100,1,7650,11/25/2004,Vintage Cars,170,Marseille Mini Autos,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
10596,37,100,3,4703.81,1/12/2005,Vintage Cars,170,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
